Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
16/2/2007;19:21:00;3.494;0.150;237.200;14.600;0.000;0.000;17.000
16/2/2007;22:41:00;1.776;0.150;239.520;7.400;0.000;0.000;17.000
17/2/2007;02:01:00;0.332;0.142;242.290;1.400;0.000;0.000;0.000
17/2/2007;05:21:00;0.596;0.054;241.160;2.600;0.000;0.000;0.000
17/2/2007;08:41:00;3.992;0.148;240.580;16.600;0.000;37.000;18.000
17/2/2007;12:01:00;0.316;0.100;239.070;1.400;0.000;0.000;0.000
17/2/2007;15:21:00;2.260;0.164;237.920;9.400;0.000;0.000;18.000
17/2/2007;18:41:00;1.536;0.000;235.980;6.400;0.000;0.000;0.000
17/2/2007;22:01:00;3.662;0.112;235.040;15.600;0.000;0.000;0.000
18/2/2007;01:21:00;3.460;0.000;242.270;14.200;1.000;0.000;18.000
18/2/2007;04:41:00;0.398;0.256;243.260;2.000;0.000;0.000;0.000
18/2/2007;08:01:00;2.342;0.000;239.740;9.600;0.000;0.000;0.000
18/2/2007;11:21:00;1.402;0.000;238.280;5.800;2.000;0.000;17.000
18/2/2007;14:41:00;2.808;0.384;240.950;11.600;0.000;19.000;18.000
18/2/2007;18:01:00;4.424;0.552;232.790;19.600;21.000;5.000;16.000
18/2/2007;21:21:00;2.182;0.114;236.100;9.400;1.000;1.000;0.000
19/2/2007;00:41:00;0.390;0.240;244.580;1.800;0.000;1.000;0.000
19/2/2007;04:01:00;0.316;0.124;242.330;1.400;0.000;1.000;0.000
19/2/2007;07:21:00;1.876;0.334;236.430;8.000;0.000;1.000;18.000
19/2/2007;10:41:00;1.594;0.294;236.420;6.800;0.000;2.000;17.000
19/2/2007;14:01:00;0.406;0.126;244.500;1.800;0.000;1.000;0.000
19/2/2007;17:21:00;0.244;0.000;240.950;1.000;0.000;0.000;0.000
19/2/2007;20:41:00;3.404;0.322;236.650;14.400;0.000;5.000;17.000
20/2/2007;00:01:00;2.516;0.210;241.850;10.400;0.000;1.000;0.000
20/2/2007;03:21:00;2.420;0.100;240.940;10.000;0.000;1.000;0.000
20/2/2007;06:41:00;2.486;0.224;240.160;10.400;0.000;2.000;0.000
20/2/2007;10:01:00;1.744;0.196;237.360;7.400;0.000;2.000;17.000
20/2/2007;13:21:00;3.698;0.098;237.980;15.400;38.000;1.000;17.000
20/2/2007;16:41:00;0.514;0.378;242.640;2.600;0.000;1.000;0.000
20/2/2007;20:01:00;1.478;0.114;237.400;6.200;0.000;0.000;0.000
20/2/2007;23:21:00;1.868;0.272;244.040;8.000;0.000;27.000;0.000
21/2/2007;02:41:00;0.222;0.000;244.940;1.000;0.000;0.000;0.000
21/2/2007;06:01:00;0.340;0.120;241.200;1.400;0.000;0.000;0.000
21/2/2007;09:21:00;1.346;0.086;238.860;5.600;0.000;0.000;18.000
21/2/2007;12:41:00;0.604;0.180;239.930;2.600;0.000;0.000;0.000
21/2/2007;16:01:00;2.186;0.448;242.140;9.200;0.000;2.000;18.000
21/2/2007;19:21:00;1.884;0.210;239.170;7.800;0.000;0.000;0.000
21/2/2007;22:41:00;2.238;0.000;240.930;9.200;1.000;0.000;17.000
22/2/2007;02:01:00;2.280;0.048;240.130;9.400;0.000;0.000;0.000
22/2/2007;05:21:00;2.260;0.052;239.040;9.400;0.000;0.000;0.000
22/2/2007;08:41:00;3.432;0.090;239.230;14.200;0.000;0.000;18.000
22/2/2007;12:01:00;1.620;0.146;239.300;6.800;0.000;0.000;18.000
22/2/2007;15:21:00;0.328;0.000;243.110;1.400;0.000;0.000;0.000
22/2/2007;18:41:00;2.494;0.116;234.820;10.600;0.000;0.000;0.000
22/2/2007;22:01:00;3.390;0.066;232.770;14.400;1.000;2.000;17.000
23/2/2007;01:21:00;0.208;0.000;239.970;0.800;0.000;0.000;0.000
23/2/2007;04:41:00;0.494;0.296;239.730;2.400;0.000;2.000;0.000
23/2/2007;08:01:00;2.302;0.058;235.590;9.600;0.000;0.000;17.000
23/2/2007;11:21:00;1.592;0.206;240.400;6.600;0.000;0.000;18.000
23/2/2007;14:41:00;1.308;0.000;241.040;5.400;0.000;0.000;18.000
23/2/2007;18:01:00;0.418;0.228;243.330;2.000;0.000;0.000;0.000
23/2/2007;21:21:00;0.308;0.096;240.120;1.400;0.000;1.000;0.000
24/2/2007;00:41:00;0.248;0.000;239.340;1.000;0.000;0.000;0.000
24/2/2007;04:01:00;1.356;0.084;240.760;5.600;0.000;0.000;18.000
24/2/2007;07:21:00;0.222;0.000;241.650;1.000;0.000;0.000;0.000
24/2/2007;10:41:00;0.286;0.060;239.600;1.400;0.000;0.000;0.000
24/2/2007;14:01:00;0.294;0.098;242.540;1.200;0.000;0.000;0.000
24/2/2007;17:21:00;0.320;0.118;240.020;1.400;0.000;0.000;0.000
24/2/2007;20:41:00;0.294;0.102;238.390;1.200;0.000;2.000;0.000
25/2/2007;00:01:00;0.320;0.128;242.340;1.400;0.000;0.000;0.000
25/2/2007;03:21:00;0.292;0.090;240.510;1.200;0.000;0.000;0.000
25/2/2007;06:41:00;0.404;0.258;240.370;2.000;0.000;1.000;0.000
25/2/2007;10:01:00;0.218;0.000;241.470;0.800;0.000;0.000;0.000
25/2/2007;13:21:00;0.298;0.078;244.500;1.400;0.000;0.000;0.000
25/2/2007;16:41:00;0.294;0.114;241.900;1.200;0.000;1.000;0.000
25/2/2007;20:01:00;0.284;0.090;239.400;1.200;0.000;0.000;0.000
25/2/2007;23:21:00;0.390;0.238;243.440;1.800;0.000;0.000;0.000
26/2/2007;02:41:00;0.370;0.218;241.650;1.800;0.000;2.000;0.000
26/2/2007;06:01:00;0.398;0.232;242.090;1.800;0.000;0.000;0.000
26/2/2007;09:21:00;0.292;0.082;237.250;1.200;0.000;0.000;0.000
26/2/2007;12:41:00;0.376;0.232;244.030;1.800;0.000;1.000;0.000
26/2/2007;16:01:00;0.390;0.232;241.960;1.800;0.000;0.000;0.000
26/2/2007;19:21:00;0.286;0.086;238.630;1.200;0.000;0.000;0.000
26/2/2007;22:41:00;1.548;0.338;240.450;6.600;0.000;1.000;18.000
27/2/2007;02:01:00;0.292;0.098;242.420;1.200;0.000;0.000;0.000
27/2/2007;05:21:00;0.288;0.090;240.350;1.200;0.000;0.000;0.000
27/2/2007;08:41:00;0.466;0.338;238.990;2.400;0.000;1.000;0.000
27/2/2007;12:01:00;0.304;0.110;245.090;1.200;0.000;0.000;0.000
27/2/2007;15:21:00;0.300;0.110;245.000;1.200;0.000;0.000;0.000
27/2/2007;18:41:00;0.346;0.174;240.890;1.600;0.000;0.000;0.000
27/2/2007;22:01:00;0.294;0.100;242.590;1.200;0.000;0.000;0.000
28/2/2007;01:21:00;0.404;0.242;243.720;1.800;0.000;0.000;0.000
28/2/2007;04:41:00;0.294;0.098;242.420;1.200;0.000;0.000;0.000
28/2/2007;08:01:00;0.288;0.086;239.360;1.200;0.000;0.000;0.000
28/2/2007;11:21:00;0.374;0.202;241.030;1.800;0.000;0.000;0.000
28/2/2007;14:41:00;0.240;0.000;240.060;1.000;0.000;0.000;0.000
28/2/2007;18:01:00;0.242;0.000;245.190;1.000;0.000;1.000;0.000
28/2/2007;21:21:00;0.320;0.124;241.060;1.400;0.000;0.000;0.000
1/3/2007;00:41:00;0.226;0.000;242.850;1.000;0.000;0.000;0.000
1/3/2007;04:01:00;0.294;0.116;242.170;1.200;0.000;1.000;0.000
1/3/2007;07:21:00;0.320;0.126;241.670;1.400;0.000;0.000;0.000
1/3/2007;10:41:00;0.214;0.000;240.190;0.800;0.000;0.000;0.000
1/3/2007;14:01:00;0.304;0.122;243.550;1.400;0.000;2.000;0.000
1/3/2007;17:21:00;0.318;0.126;241.330;1.400;0.000;0.000;0.000
1/3/2007;20:41:00;0.216;0.000;241.240;0.800;0.000;0.000;0.000
2/3/2007;00:01:00;0.302;0.114;241.670;1.200;0.000;1.000;0.000
2/3/2007;03:21:00;0.320;0.120;240.440;1.400;0.000;0.000;0.000
2/3/2007;06:41:00;0.216;0.000;240.880;0.800;0.000;0.000;0.000
2/3/2007;10:01:00;0.214;0.000;239.870;0.800;0.000;0.000;0.000
2/3/2007;13:21:00;0.394;0.224;240.440;1.800;0.000;0.000;0.000
2/3/2007;16:41:00;0.288;0.092;240.590;1.200;0.000;0.000;0.000
2/3/2007;20:01:00;0.208;0.000;234.920;0.800;0.000;0.000;0.000
2/3/2007;23:21:00;0.398;0.264;244.550;2.000;0.000;1.000;0.000
3/3/2007;02:41:00;0.218;0.000;243.530;0.800;0.000;0.000;0.000
3/3/2007;06:01:00;0.228;0.000;244.080;1.000;0.000;0.000;0.000
3/3/2007;09:21:00;0.402;0.254;242.740;1.800;0.000;1.000;0.000
3/3/2007;12:41:00;1.302;0.000;240.040;5.400;0.000;0.000;18.000
3/3/2007;16:01:00;0.224;0.000;242.370;1.000;0.000;0.000;0.000
3/3/2007;19:21:00;1.178;0.196;236.660;5.000;0.000;0.000;0.000
3/3/2007;22:41:00;0.214;0.000;240.500;0.800;0.000;0.000;0.000
4/3/2007;02:01:00;0.400;0.240;240.590;1.800;0.000;2.000;0.000
4/3/2007;05:21:00;0.220;0.000;241.870;0.800;0.000;0.000;0.000
4/3/2007;08:41:00;0.330;0.112;240.080;1.400;0.000;0.000;0.000
4/3/2007;12:01:00;0.364;0.190;236.710;1.600;0.000;1.000;0.000
4/3/2007;15:21:00;1.352;0.000;241.150;5.600;0.000;0.000;18.000
4/3/2007;18:41:00;2.888;0.182;235.170;12.400;0.000;1.000;17.000
4/3/2007;22:01:00;2.254;0.124;234.570;10.200;0.000;25.000;0.000
5/3/2007;01:21:00;0.222;0.000;241.020;1.000;0.000;0.000;0.000
5/3/2007;04:41:00;0.240;0.000;242.210;1.000;0.000;1.000;0.000
5/3/2007;08:01:00;1.638;0.304;237.790;7.000;0.000;1.000;18.000
5/3/2007;11:21:00;1.320;0.000;241.410;5.400;0.000;0.000;18.000
5/3/2007;14:41:00;5.910;0.116;237.150;24.800;0.000;74.000;18.000
5/3/2007;18:01:00;2.316;0.250;240.350;10.000;0.000;28.000;0.000
5/3/2007;21:21:00;3.712;0.046;237.550;15.600;0.000;0.000;18.000
6/3/2007;00:41:00;0.282;0.064;243.430;1.200;0.000;0.000;0.000
6/3/2007;04:01:00;0.290;0.000;240.530;1.400;0.000;0.000;0.000
6/3/2007;07:21:00;2.030;0.082;239.260;8.400;0.000;0.000;18.000
6/3/2007;10:41:00;0.886;0.230;239.080;4.000;0.000;2.000;0.000
6/3/2007;14:01:00;0.442;0.258;243.320;2.000;0.000;2.000;0.000
6/3/2007;17:21:00;0.380;0.126;242.130;1.600;0.000;0.000;0.000
6/3/2007;20:41:00;2.814;0.076;236.770;11.800;0.000;0.000;17.000
7/3/2007;00:01:00;1.410;0.062;240.730;5.800;0.000;0.000;17.000
7/3/2007;03:21:00;0.210;0.000;241.340;0.800;0.000;0.000;0.000
7/3/2007;06:41:00;4.362;0.136;240.510;18.200;0.000;0.000;18.000
7/3/2007;10:01:00;1.402;0.092;238.760;5.800;0.000;0.000;18.000
7/3/2007;13:21:00;1.406;0.106;241.960;5.800;0.000;0.000;18.000
7/3/2007;16:41:00;2.790;0.148;241.270;11.400;0.000;41.000;0.000
7/3/2007;20:01:00;5.248;0.550;234.670;22.600;0.000;16.000;17.000
7/3/2007;23:21:00;0.564;0.116;245.930;2.400;0.000;2.000;0.000
8/3/2007;02:41:00;1.428;0.062;238.800;6.000;0.000;0.000;18.000
8/3/2007;06:01:00;0.322;0.076;244.020;1.400;0.000;1.000;0.000
8/3/2007;09:21:00;1.432;0.106;240.290;6.000;0.000;0.000;18.000
8/3/2007;12:41:00;0.352;0.110;241.390;1.600;0.000;1.000;0.000
8/3/2007;16:01:00;0.414;0.218;242.940;1.800;0.000;0.000;0.000
8/3/2007;19:21:00;4.352;0.512;234.480;18.800;32.000;3.000;0.000
8/3/2007;22:41:00;2.238;0.058;237.920;9.400;0.000;0.000;17.000
9/3/2007;02:01:00;0.320;0.074;243.900;1.400;0.000;0.000;0.000
9/3/2007;05:21:00;0.226;0.000;241.720;1.000;0.000;0.000;0.000
9/3/2007;08:41:00;1.572;0.150;238.910;6.600;1.000;2.000;18.000
9/3/2007;12:01:00;1.454;0.196;239.520;6.000;0.000;0.000;17.000
9/3/2007;15:21:00;0.446;0.262;243.720;2.000;0.000;1.000;0.000
9/3/2007;18:41:00;0.374;0.098;239.230;1.600;0.000;0.000;0.000
9/3/2007;22:01:00;1.466;0.066;241.290;6.000;0.000;0.000;18.000
10/3/2007;01:21:00;0.224;0.000;243.410;1.000;0.000;0.000;0.000
10/3/2007;04:41:00;0.222;0.000;241.650;1.000;0.000;0.000;0.000
10/3/2007;08:01:00;0.358;0.082;242.220;1.600;0.000;0.000;0.000
10/3/2007;11:21:00;2.136;0.512;238.780;9.200;0.000;7.000;18.000
10/3/2007;14:41:00;1.630;0.416;241.800;6.800;0.000;2.000;18.000
10/3/2007;18:01:00;1.742;0.000;241.120;7.600;0.000;26.000;0.000
10/3/2007;21:21:00;3.924;0.000;238.530;16.400;38.000;0.000;18.000
11/3/2007;00:41:00;2.476;0.172;237.740;10.400;0.000;1.000;0.000
11/3/2007;04:01:00;2.356;0.052;241.900;9.600;0.000;0.000;0.000
11/3/2007;07:21:00;3.540;0.060;240.850;14.600;0.000;1.000;19.000
11/3/2007;10:41:00;1.638;0.084;241.520;6.800;0.000;0.000;19.000
11/3/2007;14:01:00;1.904;0.266;239.990;8.000;0.000;1.000;18.000
11/3/2007;17:21:00;0.946;0.198;242.330;4.000;0.000;0.000;0.000
11/3/2007;20:41:00;3.740;0.342;236.280;15.800;1.000;0.000;17.000
12/3/2007;00:01:00;0.230;0.000;245.590;1.000;0.000;0.000;0.000
12/3/2007;03:21:00;0.222;0.000;244.280;1.000;0.000;0.000;0.000
12/3/2007;06:41:00;1.390;0.060;243.050;5.600;0.000;0.000;18.000
12/3/2007;10:01:00;1.900;0.156;235.650;8.000;0.000;0.000;17.000
12/3/2007;13:21:00;0.880;0.116;237.340;4.000;0.000;0.000;0.000
12/3/2007;16:41:00;1.516;0.080;241.830;6.200;0.000;1.000;18.000
12/3/2007;20:01:00;2.670;0.060;238.890;11.000;0.000;0.000;17.000
12/3/2007;23:21:00;0.242;0.000;245.570;1.000;0.000;0.000;0.000
13/3/2007;02:41:00;0.308;0.096;244.350;1.200;0.000;1.000;0.000
13/3/2007;06:01:00;0.224;0.000;242.270;1.000;0.000;0.000;0.000
13/3/2007;09:21:00;1.408;0.142;237.490;6.000;0.000;0.000;18.000
13/3/2007;12:41:00;0.404;0.222;241.820;1.800;0.000;0.000;0.000
13/3/2007;16:01:00;0.306;0.062;242.500;1.400;0.000;0.000;0.000
13/3/2007;19:21:00;2.384;0.000;235.360;11.000;15.000;0.000;0.000
13/3/2007;22:41:00;1.674;0.106;240.050;7.000;0.000;1.000;0.000
14/3/2007;02:01:00;0.288;0.000;244.400;1.200;0.000;1.000;0.000
14/3/2007;05:21:00;0.382;0.120;242.780;1.600;0.000;0.000;0.000
14/3/2007;08:41:00;1.464;0.110;240.920;6.000;0.000;0.000;18.000
14/3/2007;12:01:00;1.442;0.102;241.780;6.000;0.000;0.000;18.000
14/3/2007;15:21:00;0.306;0.000;242.690;1.200;2.000;0.000;0.000
14/3/2007;18:41:00;0.226;0.000;237.600;1.000;0.000;0.000;0.000
14/3/2007;22:01:00;2.156;0.050;237.390;9.000;1.000;0.000;17.000
15/3/2007;01:21:00;0.318;0.106;242.040;1.400;0.000;0.000;0.000
15/3/2007;04:41:00;1.362;0.060;240.790;5.600;0.000;0.000;18.000
15/3/2007;08:01:00;1.324;0.000;240.270;5.400;0.000;0.000;18.000
15/3/2007;11:21:00;1.384;0.096;236.560;5.800;0.000;0.000;17.000
15/3/2007;14:41:00;0.468;0.148;244.750;2.200;0.000;0.000;0.000
15/3/2007;18:01:00;2.106;0.236;240.420;9.600;0.000;0.000;18.000
15/3/2007;21:21:00;1.784;0.000;240.000;7.400;0.000;0.000;0.000
16/3/2007;00:41:00;0.864;0.200;238.550;3.600;0.000;2.000;0.000
16/3/2007;04:01:00;0.764;0.060;241.460;3.200;0.000;0.000;0.000
16/3/2007;07:21:00;0.608;0.000;239.850;2.600;0.000;0.000;0.000
16/3/2007;10:41:00;0.414;0.212;240.820;2.000;0.000;0.000;0.000
16/3/2007;14:01:00;0.228;0.000;240.580;1.000;0.000;0.000;0.000
16/3/2007;17:21:00;0.240;0.000;240.830;1.000;0.000;0.000;0.000
16/3/2007;20:41:00;0.838;0.110;240.030;3.600;0.000;0.000;0.000
17/3/2007;00:01:00;1.084;0.104;238.500;4.600;0.000;0.000;0.000
17/3/2007;03:21:00;0.288;0.062;240.520;1.200;0.000;0.000;0.000
17/3/2007;06:41:00;1.304;0.058;237.630;5.400;0.000;0.000;18.000
17/3/2007;10:01:00;1.456;0.106;235.650;6.200;0.000;0.000;17.000
17/3/2007;13:21:00;1.564;0.064;238.800;6.800;0.000;0.000;11.000
17/3/2007;16:41:00;0.560;0.000;240.340;2.200;0.000;0.000;0.000
17/3/2007;20:01:00;3.138;0.210;233.710;13.400;0.000;0.000;0.000
17/3/2007;23:21:00;0.328;0.130;242.640;1.400;0.000;0.000;0.000
18/3/2007;02:41:00;0.310;0.110;245.300;1.400;0.000;0.000;0.000
18/3/2007;06:01:00;0.936;0.360;245.270;4.000;0.000;0.000;0.000
18/3/2007;09:21:00;3.750;0.140;240.030;15.600;0.000;35.000;18.000
18/3/2007;12:41:00;2.160;0.000;236.440;9.000;1.000;0.000;17.000
18/3/2007;16:01:00;0.348;0.106;242.270;1.400;0.000;1.000;0.000
18/3/2007;19:21:00;6.460;0.296;231.380;28.000;36.000;0.000;17.000
18/3/2007;22:41:00;1.306;0.074;239.840;5.400;0.000;0.000;0.000
19/3/2007;02:01:00;0.316;0.068;241.680;1.400;0.000;0.000;0.000
19/3/2007;05:21:00;0.220;0.000;241.570;1.000;0.000;0.000;0.000
19/3/2007;08:41:00;1.802;0.056;238.860;7.600;0.000;0.000;18.000
19/3/2007;12:01:00;0.942;0.262;240.900;4.200;0.000;2.000;0.000
19/3/2007;15:21:00;1.396;0.066;241.520;5.800;0.000;0.000;18.000
19/3/2007;18:41:00;1.358;0.062;239.870;5.600;0.000;0.000;17.000
19/3/2007;22:01:00;2.446;0.076;234.380;10.400;2.000;0.000;17.000
20/3/2007;01:21:00;0.288;0.070;241.980;1.200;0.000;0.000;0.000
20/3/2007;04:41:00;0.404;0.246;245.560;1.800;0.000;2.000;0.000
20/3/2007;08:01:00;2.074;0.000;238.580;8.600;0.000;0.000;18.000
20/3/2007;11:21:00;1.582;0.160;238.470;6.600;1.000;0.000;17.000
20/3/2007;14:41:00;0.404;0.252;243.360;2.000;0.000;1.000;0.000
20/3/2007;18:01:00;0.296;0.000;241.930;1.400;0.000;0.000;0.000
20/3/2007;21:21:00;3.620;0.134;238.560;15.000;1.000;0.000;18.000
21/3/2007;00:41:00;1.390;0.080;241.670;5.600;0.000;1.000;18.000
21/3/2007;04:01:00;0.344;0.126;246.150;1.400;0.000;1.000;0.000
21/3/2007;07:21:00;0.462;0.000;240.950;2.000;0.000;0.000;0.000
21/3/2007;10:41:00;2.050;0.090;236.610;9.000;0.000;0.000;17.000
21/3/2007;14:01:00;1.348;0.000;245.520;5.400;0.000;0.000;19.000
21/3/2007;17:21:00;1.328;0.112;240.820;5.400;0.000;0.000;0.000
21/3/2007;20:41:00;2.396;0.080;236.940;10.200;0.000;1.000;0.000
22/3/2007;00:01:00;4.960;0.134;240.940;20.600;38.000;23.000;17.000
22/3/2007;03:21:00;0.218;0.000;248.640;0.800;0.000;0.000;0.000
22/3/2007;06:41:00;5.574;0.048;237.440;23.400;0.000;1.000;0.000
22/3/2007;10:01:00;1.312;0.000;238.940;5.400;0.000;1.000;17.000
22/3/2007;13:21:00;0.226;0.000;243.220;1.000;0.000;0.000;0.000
22/3/2007;16:41:00;3.230;0.192;240.560;13.400;0.000;0.000;0.000
22/3/2007;20:01:00;0.420;0.080;235.090;1.800;0.000;0.000;0.000
22/3/2007;23:21:00;1.362;0.046;243.900;5.600;0.000;0.000;18.000
23/3/2007;02:41:00;0.346;0.174;245.420;1.600;0.000;1.000;0.000
23/3/2007;06:01:00;0.212;0.000;242.690;0.800;0.000;0.000;0.000
23/3/2007;09:21:00;1.318;0.056;235.960;5.600;0.000;0.000;17.000
23/3/2007;12:41:00;0.338;0.134;245.870;1.400;0.000;0.000;0.000
23/3/2007;16:01:00;0.214;0.000;242.280;0.800;0.000;0.000;0.000
23/3/2007;19:21:00;2.016;0.108;232.720;8.600;0.000;0.000;0.000
23/3/2007;22:41:00;0.566;0.000;240.420;2.400;0.000;0.000;0.000
24/3/2007;02:01:00;1.394;0.090;243.310;5.600;0.000;0.000;18.000
24/3/2007;05:21:00;0.208;0.000;244.610;0.800;0.000;0.000;0.000
24/3/2007;08:41:00;0.280;0.058;240.150;1.200;0.000;0.000;0.000
24/3/2007;12:01:00;1.932;0.490;236.330;8.400;0.000;0.000;17.000
24/3/2007;15:21:00;2.822;0.000;242.140;11.600;1.000;20.000;18.000
24/3/2007;18:41:00;2.740;0.158;237.660;11.600;0.000;2.000;17.000
24/3/2007;22:01:00;2.914;0.104;236.190;12.200;1.000;0.000;17.000
25/3/2007;01:21:00;2.380;0.160;237.140;10.000;0.000;0.000;0.000
25/3/2007;04:41:00;2.306;0.056;241.660;9.400;0.000;0.000;0.000
25/3/2007;08:01:00;2.284;0.060;240.530;9.400;0.000;0.000;0.000
25/3/2007;11:21:00;0.512;0.320;240.160;2.400;0.000;1.000;0.000
25/3/2007;14:41:00;1.852;0.320;247.420;7.600;2.000;0.000;19.000
25/3/2007;18:01:00;0.440;0.250;242.540;2.000;0.000;2.000;0.000
25/3/2007;21:21:00;2.836;0.068;238.650;11.800;1.000;0.000;17.000
26/3/2007;00:41:00;1.376;0.104;242.600;5.600;0.000;1.000;18.000
26/3/2007;04:01:00;0.318;0.104;244.280;1.400;0.000;0.000;0.000
26/3/2007;07:21:00;2.200;0.078;240.150;9.200;0.000;0.000;17.000
26/3/2007;10:41:00;1.672;0.212;238.770;7.200;0.000;0.000;17.000
26/3/2007;14:01:00;1.478;0.106;242.080;6.000;0.000;0.000;18.000
26/3/2007;17:21:00;0.392;0.248;243.430;1.800;0.000;1.000;0.000
26/3/2007;20:41:00;2.186;0.088;234.930;9.200;1.000;0.000;17.000
27/3/2007;00:01:00;0.312;0.100;238.240;1.400;0.000;0.000;0.000
27/3/2007;03:21:00;1.364;0.074;241.100;5.600;0.000;0.000;17.000
27/3/2007;06:41:00;0.228;0.000;242.470;1.000;0.000;0.000;0.000
27/3/2007;10:01:00;0.386;0.222;238.620;1.800;0.000;1.000;0.000
27/3/2007;13:21:00;0.326;0.142;246.390;1.400;0.000;0.000;0.000
27/3/2007;16:41:00;0.414;0.260;241.910;2.000;0.000;1.000;0.000
27/3/2007;20:01:00;2.612;0.504;234.260;11.400;0.000;0.000;0.000
27/3/2007;23:21:00;0.240;0.000;242.420;1.000;0.000;0.000;0.000
28/3/2007;02:41:00;0.248;0.000;245.260;1.000;0.000;0.000;0.000
28/3/2007;06:01:00;0.398;0.230;241.160;1.800;0.000;0.000;0.000
28/3/2007;09:21:00;1.344;0.000;238.190;5.600;1.000;0.000;17.000
28/3/2007;12:41:00;1.338;0.000;242.770;5.400;0.000;0.000;18.000
28/3/2007;16:01:00;3.724;0.294;240.410;15.400;0.000;37.000;18.000
28/3/2007;19:21:00;2.670;0.384;234.530;12.400;0.000;16.000;0.000
28/3/2007;22:41:00;0.696;0.206;243.980;3.000;0.000;0.000;0.000
29/3/2007;02:01:00;0.338;0.130;242.390;1.400;0.000;1.000;0.000
29/3/2007;05:21:00;1.308;0.214;240.920;5.800;0.000;0.000;13.000
29/3/2007;08:41:00;1.342;0.088;238.570;5.600;0.000;0.000;17.000
29/3/2007;12:01:00;0.232;0.000;242.790;1.000;0.000;0.000;0.000
29/3/2007;15:21:00;0.238;0.000;238.550;1.000;0.000;0.000;0.000
29/3/2007;18:41:00;1.718;0.292;239.500;7.200;0.000;0.000;18.000
29/3/2007;22:01:00;2.526;0.216;237.640;10.600;1.000;1.000;17.000
30/3/2007;01:21:00;0.316;0.126;244.120;1.400;0.000;0.000;0.000
30/3/2007;04:41:00;0.290;0.090;242.750;1.200;0.000;0.000;0.000
30/3/2007;08:01:00;2.346;0.104;237.630;9.800;0.000;0.000;18.000
30/3/2007;11:21:00;0.490;0.000;239.380;2.400;0.000;0.000;0.000
30/3/2007;14:41:00;0.346;0.142;243.220;1.600;0.000;0.000;0.000
30/3/2007;18:01:00;0.370;0.122;245.410;1.600;0.000;0.000;0.000
30/3/2007;21:21:00;2.210;0.000;232.030;9.600;1.000;0.000;17.000
31/3/2007;00:41:00;0.382;0.128;243.750;1.800;0.000;0.000;0.000
31/3/2007;04:01:00;2.380;0.000;240.720;9.800;0.000;0.000;0.000
31/3/2007;07:21:00;6.672;0.094;235.810;28.800;0.000;0.000;18.000
31/3/2007;10:41:00;6.026;0.358;232.730;25.800;37.000;36.000;16.000
31/3/2007;14:01:00;1.898;0.324;239.870;8.000;0.000;2.000;17.000
31/3/2007;17:21:00;1.478;0.224;241.440;6.200;0.000;1.000;18.000
31/3/2007;20:41:00;3.822;0.366;233.620;16.400;0.000;18.000;16.000
1/4/2007;00:01:00;3.162;0.248;239.790;13.200;1.000;1.000;17.000
1/4/2007;03:21:00;1.420;0.096;243.240;5.800;0.000;0.000;18.000
1/4/2007;06:41:00;0.232;0.000;244.590;1.000;0.000;0.000;0.000
1/4/2007;10:01:00;1.720;0.000;240.840;7.000;0.000;0.000;18.000
1/4/2007;13:21:00;1.392;0.102;240.590;5.800;0.000;0.000;18.000
1/4/2007;16:41:00;0.250;0.000;240.170;1.000;0.000;0.000;0.000
1/4/2007;20:01:00;2.350;0.366;240.410;9.800;0.000;0.000;18.000
1/4/2007;23:21:00;1.808;0.242;242.720;7.400;0.000;1.000;18.000
2/4/2007;02:41:00;0.310;0.120;244.880;1.400;0.000;2.000;0.000
2/4/2007;06:01:00;0.226;0.000;244.810;1.000;0.000;0.000;0.000
2/4/2007;09:21:00;1.592;0.178;236.170;6.800;0.000;0.000;17.000
2/4/2007;12:41:00;1.336;0.078;237.400;5.600;0.000;0.000;17.000
2/4/2007;16:01:00;0.210;0.000;242.910;0.800;0.000;0.000;0.000
2/4/2007;19:21:00;4.032;0.328;236.780;17.000;38.000;0.000;17.000
2/4/2007;22:41:00;2.128;0.000;241.170;8.800;2.000;0.000;18.000
3/4/2007;02:01:00;0.390;0.230;244.660;1.800;0.000;0.000;0.000
3/4/2007;05:21:00;0.216;0.000;240.970;1.000;0.000;0.000;0.000
3/4/2007;08:41:00;1.370;0.104;239.160;5.600;0.000;0.000;18.000
3/4/2007;12:01:00;0.296;0.100;242.370;1.200;0.000;0.000;0.000
3/4/2007;15:21:00;0.312;0.120;242.720;1.400;0.000;2.000;0.000
3/4/2007;18:41:00;2.864;0.372;238.550;12.000;39.000;1.000;0.000
3/4/2007;22:01:00;3.380;0.244;236.160;14.200;0.000;1.000;18.000
4/4/2007;01:21:00;0.396;0.228;240.820;1.800;0.000;1.000;0.000
4/4/2007;04:41:00;0.408;0.234;241.910;1.800;0.000;1.000;0.000
4/4/2007;08:01:00;1.452;0.086;237.570;6.000;0.000;1.000;17.000
4/4/2007;11:21:00;1.362;0.098;239.120;5.600;0.000;2.000;18.000
4/4/2007;14:41:00;1.470;0.194;241.810;6.000;0.000;0.000;18.000
4/4/2007;18:01:00;0.562;0.114;241.180;2.400;0.000;0.000;0.000
